N;CODIGO UNIFICADO;REGION;NOMBRE DEL PROYECTO;UNIDAD EJECUTORA;COSTO DEL PROYECTO;BENEFICIARIOS;NÚMERO DE PUESTOS DE TRABAJO GENERADOS;;;
365;2492165;LA LIBERTAD;"CONSTRUCCION DE VEREDA, RAMPA, CUNETA Y CALZADA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) EN LA ZONA URBANA DE LA LOCALIDAD DE CHUGAY, DISTRITO DE CHUGAY, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE CHUGAY;859,014;65;26;;;
366;2491454;LA LIBERTAD;"REPARACION DE PISTA Y VEREDA; EN EL(LA) LOCALIDAD LUCMA DISTRITO DE LUCMA, PROVINCIA GRAN CHIMU, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE LUCMA;1,290,449;240;38;;;
367;2492146;LA LIBERTAD;"CONSTRUCCIÓN DE VEREDA, RAMPA, CALZADA, CUNETA Y MURO DE CONTENCION;EN EL CENTRO POBLADO HUALASGOSDAY DISTRITO DE SANAGORAN, PROVINCIA DE SÁNCHEZ CARRIÓN, DEPARTAMENTO DE LA LIBERTAD.";MUNICIPALIDAD DISTRITAL DE SANAGORAN;804,300;102;25;;;
368;2490954;LA LIBERTAD;"CONSTRUCCIÓN DE VEREDA, CALZADA, PARADERO URBANO Y SEÑALIZACIÓN VERTICAL; EN LAS CALLES DEL CASCO URBANO DE SITABAMBA EN LA LOCALIDAD SITABAMBA, DISTRITO DE SITABAMBA, PROVINCIA DE SANTIAGO DE CHUCO ";MUNICIPALIDAD DISTRITAL DE SITABAMBA;589,278;115;18;;;
369;2492126;LA LIBERTAD;REPARACIÓN DE LA CALZADA Y SEÑALIZACIÓN VERTICAL EN LA AV. LIBERTAD DE LA LOCALIDAD DE CASCAS, DISTRITO DE CASCAS, PROVINCIA DE GRAN CHIMÚ - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE CASCAS;500,835;135;16;;;
370;2492241;LA LIBERTAD;"""REHABILITACION DEL PAVIMENTO DE LA AV PEDRO MUÑIZ Y JR PEDRO MUÑIZ DESDE LA PROLONG AV AMERICA OESTE HASTA AV. ESPAÑA, DISTRITO DE TRUJILLO, PROVINCIA DE TRUJILLO, DEPARTAMENTO -LA LIBERTAD""";MUNICIPALIDAD PROVINCIAL DE TRUJILLO;979,057;421;29;;;
371;2491721;LA LIBERTAD;"REPARACION DE PAVIMENTO, CUNETA Y SEÑALES DE TRÁFICO; ADQUISICION DE SEÑALES DE TRÁFICO; EN EL(LA) MUNICIPALIDAD PROVINCIAL SANTIAGO DE CHUCO AV. MANUEL PORTURAS DISTRITO DE SANTIAGO DE CHUCO, PROVINCIA SANTIAGO DE CHUCO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO;1,582,056;70;47;;;
372;2492099;LA LIBERTAD;"REPARACION DE CALZADA Y SARDINEL; EN EL(LA) MUNICIPALIDAD DISTRITAL DE CHAO EN LA LOCALIDAD NUEVO CHAO, DISTRITO DE CHAO, PROVINCIA VIRU, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE CHAO;1,326,229;700;40;;;
373;2492162;LA LIBERTAD;"CONSTRUCCION DE CALZADA Y SARDINEL; REPARACION DE CALZADA; EN EL(LA) AA.HH ADITA ZANNIER Y AA.HH. ALTO SALAVERRY SECTOR 1 Y 2, DISTRITO DE SALAVERRY, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE SALAVERRY;1,017,607;768;31;;;
374;2492191;LA LIBERTAD;"CONSTRUCCION DE CALZADA Y SARDINEL; REPARACION DE CALZADA; EN EL(LA) CALLE LA MAR,SUCRE,ABELARDO QUIÑONES,SANTA ROSA,SAN FRANCISCO,CROLUNGO,CIRO ALEGRIA DEL ALTO SALAVERRY, DISTRITO DE SALAVERRY, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE SALAVERRY;1,080,810;67;32;;;
375;2492195;LA LIBERTAD;"CONSTRUCCION DE CALZADA, SARDINEL Y AREA VERDE; REPARACION DE CALZADA; EN EL(LA) CALLES DEL AA.HH. FUJIMORI FUJIMOR II, AA.HH. AURORA DIAZ Y AA.HH. LUIS ALBERTO SANCHEZ, DISTRITO DE SALAVERRY, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE SALAVERRY;1,173,246;180;35;;;
376;2492016;LA LIBERTAD;"CONSTRUCCION DE VEREDA, SARDINEL, PISTA Y AREA VERDE; ADEMÁS DE OTROS ACTIVOS EN EL(LA) CALLE MANUEL HIDALGO Y CASTILLA TRAMO AV. JOSÉ GABRIEL CONDORCANQUI HASTA LA CALLE FELIX ALDAO, DEL SECTOR SAN MARTIN BARRIO 1 DISTRITO DE LA ESPERANZA, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE LA ESPERANZA;1,005,584;136;31;;;
377;2492163;LA LIBERTAD;CONSTRUCCIÓN, REPARACIÓN DE CALZADA DE LAS CALLES DE LOS SECTORES CENTENARIO I Y II ETAPA, VILLA GARCIA, LA MERCED III ETAPA SECTORES A Y B, DISTRITO LAREDO, PROVINCIA TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE LAREDO;1,405,598;1,466;42;;;
378;2452962;LA LIBERTAD;MEJORAMIENTO DE LA TRANSITABILIDAD DE LAS CALLES FRANCISCO CHEKEN, MOCHICA CDA 1 Y 2, SOROCHUCO CDA 1 Y 2, LA RAMADA, PABLO SOTERO, CAJAMARCA, PROPAGANDA, JUAN CHAVEZ, CLAUDIO MURILLO, CELENDIN, CHOTA, S. RUIZ DEL AA. HH. SAN JOSE DE MORO (MORO) DEL DISTRITO DE PACANGA - PROVINCIA DE CHEPEN - DEPARTAMENTO DE LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE PACANGA;4,936,822;1,546;144;;;
379;2457970;LA LIBERTAD;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL C.P TALAMBO DEL DISTRITO DE CHEPEN - PROVINCIA DE CHEPEN - DEPARTAMENTO DE LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE CHEPEN;6,038,483;836;176;;;
380;2193480;LA LIBERTAD;CREACION DEL SERVICIO VIAL EN LAS AVENIDAS VICTOR RAUL HAYA DE LA TORRE, INDUSTRIAL Y CALLE SAN MARTIN DE LOS SECTORES I, IV, V, VI-A Y PUEBLO JOVEN EN EL C.P. EL MILAGRO, DISTRITO DE HUANCHACO - TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE HUANCHACO;11,730,854;2,110;341;;;
381;2493664;LA LIBERTAD;"REPARACION DE PAVIMENTO, VEREDA, CUNETA Y CANAL PLUVIAL; EN EL(LA) SECTOR CENTRAL DE MACHE  DISTRITO DE MACHE, PROVINCIA OTUZCO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE MACHE;1,124,020;84;34;;;
382;2330983;LAMBAYEQUE;MEJORAMIENTO E INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE TAMBO REAL, DISTRITO DE PITIPO - FERRENAFE - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE PITIPO;7,854,507.30;591;93;;;
383;2378576;LAMBAYEQUE;REHABILITACION DE LA AVENIDA CHINCHAYSUYO DESDE LA PANAMERICANA SUR HASTA LA CALLE AMARANTOS, DISTRITO DE CHICLAYO, PROVINCIA DE CHICLAYO, DEPARTAMENTO LAMBAYEQUE;MUNICIPALIDAD PROVINCIAL DE CHICLAYO;526,344;3,108;17;;;
384;2407015;LAMBAYEQUE;CREACION DEL SERVICIO DE RECREACION PASIVA EN EL SECTOR 5 -CP. 20 ENERO, MZ. U LT 1 - DISTRITO DE POMALCA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE POMALCA;251,507;1,096;8;;;
385;2354956;LAMBAYEQUE;MEJORAMIENTO DE LA LOSA DEPORTIVA EN LA MZ. G LOTE 2, DEL SECTOR 5 – CP. 20 DE ENERO - DISTRITO DE POMALCA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE POMALCA;462,809;850;14;;;
386;2492106;LAMBAYEQUE;"RENOVACION DE PISTA Y VEREDA; EN EL(LA) CALLE UNION ENTRE LA CALLE DIEGO FERRE Y LA AVENIDA ELIBERTO CASAS DEL SECTOR PUEBLO TRADICIONAL DEL DISTRITO DE SANTA ROSA, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE.";MUNICIPALIDAD DISTRITAL DE SANTA ROSA;556,353;560;17;;;
387;2492119;LAMBAYEQUE;"REPARACION DE CALZADA Y VEREDA; EN EL(LA) CALLE PRINCIPAL, CALLE 02, CALLE 04, CALLE 05 Y CALLE 08 EN LA LOCALIDAD LA OTRA BANDA, DISTRITO DE SAÑA, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE.";MUNICIPALIDAD DISTRITAL DE SAÑA;909,210;400;28;;;
388;2492141;LAMBAYEQUE;"RENOVACION DE CALZADA, GIBA, RAMPA Y VEREDA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) VÍAS LOCALES DE LA LOCALIDAD DE TUCUME  DISTRITO DE TUCUME , PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE TUCUME;874,922;398;26;;;
389;2492121;LAMBAYEQUE;"CONSTRUCCION DE VEREDA Y CALZADA; REPARACION DE VEREDA Y CALZADA; EN EL(LA) ANILLO VIAL 01 - AV. SANTA - AV. EL TREN Y AV EL TRABAJO DISTRITO DE TUMAN, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE TUMAN;765,336;675;23;;;
390;2492136;LAMBAYEQUE;"CONSTRUCCION DE VEREDA Y CALZADA; REPARACION DE VEREDA Y CALZADA; EN EL(LA) BLOCK 10 - BLOCK 9 - BLOCK 8 - BLOCK 7 - BLOCK 4 - BLOCK 5 DISTRITO DE TUMAN, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE TUMAN;988,626;400;29;;;
391;2492139;LAMBAYEQUE;CONSTRUCCION DE VEREDA Y PAVIMENTO  ADEMAS DE OTROS ACTIVOS  ENTRE LAS  CALLES JUAN VELASCO ALVARADO -CALLE N°31 - CALLE N°09 – CRTA. A CHONGOYAPE  , DEL DISTRITO DE TUMAN - PROVINCIA DE CHICLAYO - REGION LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE TUMAN;949,643;200;29;;;
392;2492143;LAMBAYEQUE;"CONSTRUCCION DE CALZADA; REPARACION DE VEREDA Y CALZADA; EN EL(LA) AV.TREN - AV. SAN MARTIN - AV.CHOTA DISTRITO DE TUMAN, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE TUMAN;775,921;360;23;;;
393;2493190;LAMBAYEQUE;"CONSTRUCCION DE VEREDA, RAMPA Y CALZADA; EN EL(LA) CALLES INCA ROCA, YAHUAR HUACA, INCA YUPANQUI, MANCO INCA, LOS ANDENES (ENTRE AV. LOS AMAUTAS Y AV. LAS ÑUSTAS), COMPRENDIDAS EN EL PRIMER SECTOR B  DISTRITO DE LA VICTORIA, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE LA VICTORIA;659,994;455;20;;;
394;2493198;LAMBAYEQUE;"CONSTRUCCION DE VEREDA, RAMPA Y CALZADA; EN LA AVENIDA MANUEL SEOANE (ENTRE AV. GRAN CHIMU Y AV. LA PAZ), COMPRENDIDAS EN EL SEPTIMO SECTOR, DISTRITO DE LA VICTORIA, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE LA VICTORIA;1,171,236;240;35;;;
395;2493170;LAMBAYEQUE;"CONSTRUCCION DE VEREDA, RAMPA Y CALZADA; EN EL(LA) CALLES JOSÉ M. ARGUEDAS, CA. LLOQUE YUPANQUI Y CA. WARI (ENTRE AV. MACCHU PICCHU, CA. TUPAC AMARU, CA. SACSAHUAMAN Y CALLE JAVIER HERAUD), COMPRENDIDAS EN EL A.H. EL BOSQUE, DISTRITO DE LA VICTORIA, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE LA VICTORIA;528,390;525;17;;;
396;2492100;LAMBAYEQUE;REHABILITACION DE PISTAS Y VEREDAS EN LA URBANIZACIÓN DALLORSO, DISTRITO DE PIMENTEL - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE PIMENTEL;1,030,776;2,000;31;;;
397;2491989;LAMBAYEQUE;"CONSTRUCCION DE VEREDA, RAMPA, AREA VERDE Y SARDINEL; ADEMÁS DE OTROS ACTIVOS EN EL(LA) CALLE PROLONGACIÓN MARCIAL BARRETO EN LA LOCALIDAD MOCHUMI, DISTRITO DE MOCHUMI, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE.";MUNICIPALIDAD DISTRITAL DE MOCHUMI;1,036,207;100;31;;;
398;2454760;LAMBAYEQUE;CREACION DEL PARQUE PRINCIPAL EN EL SECTOR SOL DE ORO DEL DISTRITO DE SANTA ROSA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;577,038;2,374;17;;;
399;2492160;LAMBAYEQUE;"REPARACION DE PAVIMENTO Y VEREDA; EN EL(LA) EN LAS CALLES: AV. CHICLAYO CUADRA 13 HASTA LA 30, ANCASH CUADRA 12, GRAU CUADRA 11, INTERSECCIONES DE CALLE MIGUEL IGLESIAS Y AV. CHICLAYO E INTERSECCIONES DE CALLE TUPAC AMARU Y AV. CHICLAYO, EN LA LOCALIDAD CHONGOYAPE, DISTRITO DE CHONGOYAPE, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE";MUNICIPALIDAD DISTRITAL DE CHONGOYAPE;1,768,223;482;52;;;
400;2492113;LAMBAYEQUE;"REPARACION DE VEREDA; EN EL(LA) CALLES DEL CENTRO HISTÓRICO DE LA CIUDAD DE LAMBAYEQUE DISTRITO DE LAMBAYEQUE, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE.";MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE;1,343,144;2,200;40;;;
401;2492117;LAMBAYEQUE;REHABILITACION DE PISTAS Y VEREDAS EN LAS CALLES DE LA URBANIZACIÓN TÚPAC AMARU, DISTRITO DE PIMENTEL - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE PIMENTEL;1,070,908;475;32;;;
402;2462543;LIMA;"RENOVACION DE RED DE DISTRIBUCION Y RED DE ALCANTARILLADO; EN EL(LA) SISTEMA DE AGUA POTABLE Y ALCANTARILLADO URB. TELLO VELARDE DISTRITO DE BARRANCA, PROVINCIA BARRANCA, DEPARTAMENTO LIMA";EPS BARRANCA;1,162,362.65;" 1697
";100;;;
403;2444190;LIMA;"ADQUISICION DE MICROMEDIDORES; EN EL(LA) EPS EMAPA HUARAL S.A. (4150 UNIDADES), DISTRITO DE HUARAL, PROVINCIA HUARAL, DEPARTAMENTO LIMA ";EMAPA HUARAL;1,178,448.00;17,845;50;;;
404;2447588;LIMA;"ADQUISICION DE CAMION CISTERNA, CAMION TOLVA Y CAMIONETA; EN EL(LA) OPTIMIZACION RENOVACION DE UNIDADES MOVILES PARA EMAPA CAÑETE S.A. EN LA LOCALIDAD SAN VICENTE DE CAÑETE, DISTRITO DE SAN VICENTE DE CAÑETE, PROVINCIA CAÑETE, DEPARTAMENTO LIMA , F-08-GO";EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CAÑETE;546,190.70;30,000;4;;;
405;2464086;LIMA;CREACION DEL PARQUE INFANTIL VIRGEN DEL BUEN PASO EN EL AA.HH. VIRGEN DEL BUEN PASO, ZONA PAMPLONA ALTA DEL DISTRITO DE SAN JUAN DE MIRAFLORES - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;200,853;1,857;7;;;
406;2408118;LIMA;CREACION DEL PARQUE GUSTAVO TELLO VELARDE EN LA ZONA DE CHOCOY - DISTRITO DE BARRANCA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD PROVINCIAL DE BARRANCA;384,754;2,028;12;;;
407;2460897;LIMA;CREACION DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES INTERNAS DEL AA.HH. SANTA CRUZ DEL NORTE DEL DISTRITO DE SAN MARTIN DE PORRES - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;2,213,705;2,029;66;;;
408;2136845;LIMA;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL ASENTAMIENTO HUMANO SOL NACIENTE DE CARABAYLLO I ETAPA  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE CARABAYLLO;4,301,256;2,150;126;;;
409;2281780;LIMA;CREACION DE PISTAS Y VEREDAS EN LAS CALLES INTERNAS DE LA ZONA J DEL P.J. PROYECTO ESPECIAL HUAYCAN, ZONA 07, DEL DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;4,807,762;4,987;141;;;
410;2414614;LIMA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN LA AV. LOS JAZMINES, EJE ZONAL ERMITAÑO DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;4,896,622;8,720;143;;;
411;2485465;LIMA;"REPARACION DE VEREDA Y BERMA; EN EL(LA) REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y ESTACIONAMIENTO VEHICULAR EN LA AV. GARCIA RADA DE LA AGRUPACION DE FAMILIAS SANTA CRUZ DISTRITO DE PUNTA HERMOSA, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA;1,794,182;207;53;;;
412;2426258;LIMA;"REPARACIÓN DE VIAS VECINALES; EN EL(LA) TRAMO 1-609 - CALLE 28 DE  ENERO DESDE LA CRUZ HASTA LOSA DEPORTIVA. EN LA LOCALIDAD LACHAQUI, DISTRITO DE LACHAQUI, PROVINCIA CANTA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE LACHAQUI;1,780,062;587;52;;;
413;2381406;LIMA;REHABILITACION DE PISTA DE LA AVENIDA 7 DE JUNIO DE LA URBANIZACION LOS ROBLES, URBANIZACION LOS FICUS Y LA URBANIZACION LA ACHIRANA 2DA ETAPA, DISTRITO DE SANTA ANITA, LIMA - LIMA;MUNICIPALIDAD DISTRITAL DE SANTA ANITA;1,308,181;173;39;;;
414;2485620;LIMA;"RENOVACION DE PISTA Y VEREDA; REPARACION DE PISTA; EN EL(LA) LOS JIRONES ALFONSO UGARTE, MANUEL DE LA FUENTE CHÁVEZ, GENERAL ISAAC RECAVARREN, MARIANO DE LOS SANTOS, TNTE. MANUEL WAGNER, RODRÍGUEZ SOTO Y OTROS, EN EL CUADRANTE 25 - SECTOR 1, EN LA LOCALIDAD SANTIAGO DE SURCO, DISTRITO DE SANTIAGO DE SURCO, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO;1,209,684;3,786;36;;;
415;2336110;LIMA;MEJORAMIENTO DE LA AV. SUCRE CUADRA 02 A LA CUADRA 14 DEL DISTRITO DE MAGDALENA DEL MAR - LIMA - LIMA;MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR;601,648;694;19;;;
416;2458460;LIMA;"REPARACION DE PISTA; EN EL(LA) PISTAS Y VEREDAS DE LA AV. SEPARADORA INDUSTRIAL TRAMO: AV. LOS QUECHUAS - AV. CIRCUNVALACIÓN Y AV. LOS MOCHICAS  TRAMO JR. LAS AZUCENAS - AV. LOS QUECHUAS EN LA LOCALIDAD VITARTE, DISTRITO DE ATE, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;1,046,573;1,870;31;;;
417;2487530;LIMA;"RENOVACION DE VIAS DE ACCESO; ADQUISICION DE MOBILIARIO URBANO; EN EL(LA) ESPACIOS PEATONALES EN LA AV. 28 DE JULIO EN LA LOCALIDAD MIRAFLORES, DISTRITO DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE MIRAFLORES;1,034,442;1,143;31;;;
418;2484415;LIMA;"REPARACION DE PISTA Y VEREDA; EN EL(LA) CALLE PARIS Y PASAJE BRUSELAS URB. MARANGA V ETAPA DISTRITO DE SAN MIGUEL, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SAN MIGUEL;920,889;1,787;28;;;
419;2410559;LIMA;"RENOVACIÓN DE VIAS URBANAS; EN EL(LA) TRAMO  CALLE  MANCO CAPAC  DESDE  EL COLISEO  HASTA COMERCIO, TRAMO  CALLE CANTA DESDE COMEDOR HASTA PASAJE ICA, TRAMO  CALLE  CAÑETE  DESDE  COMERCIO HASTA JR. CAÑETE PLAZA DE ARMAS, TRAMO  CALLE SAN CRISTOBAL DESDE CAÑETE HASTA BOLÍVAR EN LA LOCALIDAD CHOCOS, DISTRITO DE CHOCOS, PROVINCIA YAUYOS, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE CHOCOS;422,695;94;14;;;
420;2426768;LIMA;"RENOVACIÓN DE PISTAS Y DRENAJE DE AGUA PLUVIALES; EN EL(LA) REHABILITACIÓN DE LA AVENIDA LOS PINOS DEL ANEXO DE BARBABLANCA  DISTRITO DE CALLAHUANCA, PROVINCIA HUAROCHIRI, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE CALLAHUANCA;870,929;640;26;;;
421;2484340;LIMA;"REPARACION DE PISTA Y VEREDA; EN EL(LA) AV. RIVA AGUERO CDRA. 1 Y 2, CALLE GENERAL MOORE CDRA. 2, CALLE VILLAVICENCIO CDRA. 2 Y JR. LIMA CDRA. 11 URBANIZACIÓN  PANDO II ETAPA DISTRITO DE SAN MIGUEL, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SAN MIGUEL;743,051;1,787;23;;;
422;2469760;LIMA;"CONSTRUCCION DE VEREDA, PAVIMENTO Y AREA VERDE; EN EL(LA) CALLE LOS JARDINES, LAS FLORES, SAN MARTÍN, JUAN VELASCO DEL A.H ANTONIO RAIMONDI DISTRITO DE HUAURA, PROVINCIA HUAURA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE HUAURA;687,481;284;21;;;
423;2481425;LIMA;"REPARACION DE VEREDA; EN EL(LA) AV. HUAYLAS  DISTRITO DE LOS OLIVOS, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE LOS OLIVOS;556,210;3,749;17;;;
424;2137651;LIMA;CONSTRUCCION DE PISTAS, VEREDAS Y HABILITACIÓN DE ÁREAS VERDES EN EL A.H. UPIS SAN JOSÉ DE LURN, ZONA E, DISTRITO DE LURIN - LIMA - LIMA;MUNICIPALIDAD DISTRITAL DE LURIN;2,918,582;748;86;;;
425;2211303;LIMA;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN EL CC.PP. PRIMAVERA, DISTRITO DE VEGUETA - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE VEGUETA;5,217,907;1,800;153;;;
426;2405364;LIMA;CREACION DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ASOCIACION PRO VIVIENDA SAN PEDRO DE ANCON, DEL DISTRITO DE ANCON - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE ANCON;1,690,989;2,940;50;;;
427;2408136;LIMA;CREACION DE PARQUE RECREATIVO EN EL CENTRO POBLADO PRIMAVERA - DISTRITO DE VEGUETA - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE VEGUETA;376,296;902;12;;;
428;2409828;LIMA;CREACION DE PARQUE INFANTIL DE LA zona 06 del anexo 08 - DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;355,599;72,970;11;;;
429;2432217;LIMA;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AVENIDA LOS CONSTRUCTORES Y AVENIDA LOS CLAVELES, TRAMO DESDE LA ASOC. ESPERANZA HASTA EL A.H. 27 DE OCTUBRE  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE CARABAYLLO;3,446,429;4,514;101;;;
430;2444096;LIMA;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ASOCIACIÓN PRO VIVIENDA LOS SUSPIROS, ZONA A DEL DISTRITO DE LURIN - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE LURIN;6,012,309;1,705;176;;;
431;2465772;LIMA;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL JIRÓN GENERAL JOSÉ DE CANTERAC EN JESUS MARIA DEL DISTRITO DE JESUS MARIA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE JESUS MARIA;1,448,247;5,676;43;;;
432;2473485;LIMA;CREACION DEL SERVICIO DE ESPACIOS PUBLICOS VERDES EN LA UP. ARIA LAS DELICIAS DE VILLA ZONA I CHORRILLOS DEL DISTRITO DE CHORRILLOS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE CHORRILLOS;357,243;5,035;11;;;
433;2478711;LIMA;CREACION DE LOS SERVICIOS RECREATIVOS Y ESPARCIMIENTO EN LA ASOCIACIÓN PRO VIVIENDA LOS SUSPIROS, ZONA A DEL DISTRITO DE LURIN - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE LURIN;351,171;2,342;11;;;
434;2449791;LIMA;CREACION DEL SERVICIO RECREATIVO DEL PARQUE CENTRAL DEL A. H. PRÍNCIPE DE ASTURIAS EN EL  DISTRITO DE VILLA EL SALVADOR - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR;317,473;4,338;11;;;
